jrsj（接入时间）|jgdm（机构代码）|jgmc（机构名称）|jglx（机构类型）|fddbr（法人代表）|jyfw（经营范围）|jjhy（经济行业）|jjlx（经济类型）|zcrq（注册日期）|pzjgdm（批准机构代码）|xzqh（行政区划）|jgdz（机构地址）|yzbm（邮政编码）|dhhm（电话号码）|bzrq（办证日期）|zfrq（作废日期）|bzjgdm（办证机构代码）|zczj（注册资金）|hbzl（货币种类）|wftzg（外方投资国）|zgrs（职工人数）|bgrq（变更日期）|zchm（注册号码）|zgjg（主管机构）|pzjg（批准机构）|zj（主键）|jj（简介）
2018-12-08 17:23:21|1016500|辽宁师范大学|师范类||公办|教育||1951||大连市|辽宁省大连市沙河口区850号|116029|0411-82158993||||||||2019-03-28 12:19:29||辽宁省教育厅|辽宁省教育厅||辽宁师范大学是一所省属重点大学，坐落在中国北方美丽的海滨城市——大连，是辽宁省“双一流”建设国内高水平大学重点建设高校、教育部“卓越中学教师培养计划”项目实施学校，是
2018-12-08 17:23:21|1063200|西南医科大学|医药类||公办|教育||1951||泸州市|四川省泸州市忠山|646000|0830-3161658||||||||2019-03-28 12:19:29||四川省教育厅|四川省教育厅||西南医科大学概况西南医科大学建于1951年，1993年成为硕士学位授予单位，2001年开始联合培养博士，2004年起开展留学本科生学历教育，2010年获准设立博士后科研工作站，2015年更名为西南医
2018-12-08 17:23:22|1047700|信阳师范学院|师范类||公办|教育||1975||信阳市|河南省信阳市南湖路237号|464000|0376-6391212,0376-6390601,0376-6391762||||||||2019-03-28 12:19:29||河南省人民政府|河南省人民政府||信阳师范学院(XinyangNormalUniversity)，简称信阳师院(XYNU)，是我国改革开放后河南省创办的第一所本科高校，是河南省重点建设的两所师范大学之一，是大别山地区一张闪亮的高等教育名片，被
2018-12-08 17:23:21|1016600|沈阳师范大学|师范类||公办|教育||1951||沈阳市|辽宁省沈阳市皇姑区黄河北大街253号|110034|024-86574436,024-86592067,024-86592982||||||||2019-03-28 00:00:16||辽宁省人民政府|辽宁省人民政府||沈阳师范大学隶属辽宁省人民政府，始建于1951年，前身为东北教育学院。1953年，更名为沈阳师范学院，是当时东北地区创办最早的两所本科师范院校之一。学校1965年更名为辽宁第一师范学
2018-12-08 17:23:21|1172600|长春大学|综合类||公办|教育||1949||长春市|吉林省长春市卫星路6543号|130022|0431-85250087||||||||2019-03-28 12:19:29||吉林省教育厅|吉林省教育厅||长春大学坐落在吉林省长春市，是一所省属全日制综合性大学。现有三个校区，总占地面积103万平方米。学校前身是1949年由原东北人民政府工业部创办的长春工业会计统计专门学校。后历经
2018-12-08 17:23:21|1020500|长春师范大学|师范类||公办|教育||1906||长春市|吉林省长春市二道区长吉北路677号|130032|0431-86168222||||||||2019-03-28 00:00:16||吉林省教育厅|吉林省教育厅||长春师范大学坐落在美丽的北国春城——长春，是吉林省重要的基础教育、学前教育师资及应用型高级专门人才培养基地，是具有博士学位授权点的省属师范大学，更是一所拥有悠久办学历
2018-12-08 17:23:21|1006300|天津中医药大学|医药类||公办|教育||1958||天津市|天津市静海区团泊新城西区鄱阳湖路10号|300193|022-59596333,022-27429103||||||||2019-03-28 12:19:29||天津市教育委员会|天津市教育委员会||学校始建于1958年，原名天津中医学院，2006年正式更名为天津中医药大学。1992年经国家教委批准，加挂中国传统医药国际学院校牌，是教育部高等学校中医学、医学人文素质教学指导委员会
2018-12-08 17:23:21|1053700|湖南农业大学|农林类||公办|教育||1903||长沙市|湖南省会长沙市芙蓉区农大路一号|410128|0731-84618084||||||||2019-03-28 12:19:29||湖南省教育厅|湖南省教育厅||湖南农业大学是国家“2011”协同创新中心牵头建设单位，是农业部与湖南省人民政府共建大学、全国首批新农村发展研究院试点建设单位、教育部本科教学工作水平评估“优秀”高校、全国
2018-12-08 17:23:22|1046700|河南科技学院|综合类||公办|教育||1939||新乡市|河南省新乡市华兰大道东段|453003|0373-3040127||||||||2019-03-28 12:19:29||河南省教育厅|河南省教育厅||河南科技学院是一所省属普通本科院校。学校始建于1939年，前身为中国共产党早期创建的延安自然科学院大学部生物系，历经北方大学农学院、华北大学农学院、华北大学农学院长治分院、
2018-12-08 17:23:23|1082300|长沙医学院|医药类||民办|教育||1989||长沙市|长沙校区：湖南省长沙市望城区雷锋大道1501号；衡阳校区：湖南省衡阳市红湘路99号|410219|0731-82858888||||||||2019-03-28 12:19:29||湖南省教育厅|湖南省教育厅||长沙医学院是国家全日制普通高等学校(二本)，由全国人大代表、全国教育系统先进工作者、全国优秀教育工作者何彬生教授创办。其前身为湘南中等卫生职业技术学校，1996年更名为湘南卫
2018-12-08 17:23:22|1043800|潍坊医学院|医药类||公办|教育||1951||潍坊市|山东省潍坊市宝通西街7166号|261053|0536-8462283,0536-8462285||||||||2019-03-28 12:19:29||山东省教育厅|山东省教育厅||潍坊医学院是山东省省属全日制普通高等医学院校，坐落于山东半岛中部闻名遐迩的世界风筝都—潍坊市。学校历史溯源于19世纪末20世纪初潍县乐道院设立的乐道院医护学校和潍县美国长老
2018-12-08 17:23:21|1014800|辽宁石油化工大学|综合类||公办|教育||1950||抚顺市|辽宁省抚顺市望花区丹东路西段一号|113001|024-56865000,024-56860886||||||||2019-03-28 12:19:29||辽宁省教育厅|辽宁省教育厅||辽宁石油化工大学是新中国第一所石油工业学校，1950年始建于大连，1953年迁至抚顺，1958年升格为抚顺石油学院，2000年2月由中国石油化工集团公司划转为辽宁省人民政府领导，2002年2月经教
2018-12-08 17:23:23|1914500|东北大学秦皇岛分校|综合类||公办|教育||2000||秦皇岛市|河北省秦皇岛市开发区泰山路143号|066004|0335-8051798||||||||2019-04-08 16:59:14||教育部|教育部||东北大学始建于1923年，是一所具有爱国主义光荣传统、学科结构完善、学术实力雄厚、产学研用办学特色鲜明的教育部直属的国家重点大学，是国家首批“211工程”和“985工程”重点建设的
2018-12-08 17:23:22|1038900|福建农林大学|农林类||公办|教育||1936||福州市|福州金山校区;福州大学城旗山校区|350002|0591-83789216||||||||2019-03-28 12:19:29||福建省教育厅|福建省教育厅||福建农林大学是农业农村部、国家林业和草原局与福建省政府共建大学，是福建省一流大学重点建设高校，在培养高质量人才、开展高水平科学研究、提供高效益的社会服务等方面取得了丰
2018-12-08 17:23:22|1047200|新乡医学院|医药类||公办|教育||0000||新乡市|河南省新乡市红旗区金穗大道601号|453003|0373-3029485||||||||2019-03-28 12:19:29||河南省教育厅|河南省教育厅||新乡医学院位于河南省新乡市，是河南省独立建制的西医本科院校。学校渊源可追溯到1896年英属加拿大人、医学博士罗维灵在古城卫辉开办的西医诊所，医学教育肇始于1922年惠民医院护士
2018-12-08 17:23:21|1022400|东北农业大学|农林类||公办|教育||1948||哈尔滨市|黑龙江省哈尔滨市香坊区木材街59号|150030|0451-55190419||||||||2019-03-28 12:19:29||黑龙江省教育厅|黑龙江省教育厅||东北农业大学是一所“以农科为优势，以生命科学和食品科学为特色，农、工、理、经、管等多学科协调发展”的国家“211工程”重点建设大学和“世界一流学科”建设高校，是黑龙江省人
2018-12-08 17:23:21|1261600|重庆大学城市科技学院|综合类||民办|教育||2006||重庆市|重庆大学A区主教学楼106室(重庆市沙坪坝区沙正街174号)|402167|023-65112864,023-65112863,023-65112862||||||||2019-04-01 10:26:19||重庆市教育委员会|重庆市教育委员会||重庆大学城市科技学院是经国家教育部批准设立的一所以本科教育为主的综合性全日制普通高等学校。学校是由教育部直属重点大学、国家“211工程”和“985工程”重点建设高校——重庆大
2018-12-08 17:23:22|1049500|武汉纺织大学|理工类||公办|教育||1958||武汉市|湖北省武汉市江夏区阳光大道1号|430200|027-59367521,027-59367524||||||||2019-03-28 12:19:29||湖北省教育厅|湖北省教育厅||武汉纺织大学在新中国振兴民族轻工业的呼声中应运而生，她的前身是始建于1958年的武汉纺织工学院，1999年更名为武汉科技学院。原湖北省对外贸易学校、湖北财经高等专科学校先后并入
2018-12-08 17:23:21|1057100|广东医科大学|医药类||公办|教育||1958||湛江市|湛江校区：广东省湛江市霞山区文明东路2号；东莞校区：广东省东莞市松山湖高新技术产业开发区新城大道1号|524023|0769-22896175||||||||2019-03-28 12:19:29||广东省教育厅|广东省教育厅||广东医科大学的前身是中山医学院湛江分院，创建于1958年，1964年升格为五年制医学本科院校并更名为湛江医学院，1992年易名为广东医学院，2016年更名为广东医科大学。1960年被评为全国文
2018-12-08 17:23:22|1066300|贵州师范大学|师范类||公办|教育||1941||贵阳市|宝山校区：贵州省贵阳市云岩区宝山北路116号；花溪校区：贵州省贵阳市贵安新区花溪大学城|550001|0851-86701855,0851-86701964||||||||2019-05-06 15:17:30||贵州省教育厅|贵州省教育厅||贵州师范大学的前身——“国立贵阳师范学院”创建于1941年，是当时全国八所国立师范学院之一。建校之初，以王克仁、齐泮林、曾景、萧文灿、王佩芬、朱厚锟、尹炎武、李独清、李锐夫
2018-12-08 17:23:22|1084600|江西科技学院|综合类||民办|教育||1994||南昌市|江西省南昌市瑶湖高校园区紫阳大道115号|330098|0791-88138888,0791-88137777||||||||2019-03-28 00:00:16||江西省教育厅|江西省教育厅||江西科技学院是经国家教育部批准成立的一所普通本科高校，具有颁发国家承认的统招本、专科学历资格，并具有学士学位授予权。学校前身为江西蓝天学院，成立于1994年。建校以来，学校
2018-12-08 17:23:22|1165300|南阳理工学院|理工类||公办|教育||1987||南阳市|校本部：河南省南阳市长江路80号 ;师范学院：河南省南阳市七一路587号|473004|0377-63121358||||||||2019-03-28 12:19:29||河南省教育厅|河南省教育厅||南阳理工学院是全日制公办普通本科院校，位于历史文化名城河南南阳，是商圣范蠡、科圣张衡、医圣张仲景故里，楚风汉韵荟萃之所。学校坚持植根南阳、立足河南、面向全国，走产学研
2018-12-08 17:23:22|1271300|西安外事学院|综合类||民办|教育||1992||西安市|陕西省西安市雁塔区鱼斗路18号|710077|029-88513888,400-001-9888||||||||2019-03-28 12:19:29||陕西省教育厅|陕西省教育厅||西安外事学院创建于1992年，是一所以本科教育为主的国际化、应用型、综合性、高水平民办非营利性普通高校。学校地处西安高新技术开发区，占地面积126.4万㎡，建筑面积66万㎡;校园湖光
2018-12-08 17:23:22|1003200|北京语言大学|语言类||公办|教育||1962||北京市|北京市海淀区学院路15号|100083|010-82303943,010-82303135||||||||2019-03-28 00:00:16||教育部|教育部||基础信息北京语言大学是中国教育部直属高等学校，是在周恩来总理的亲自关怀下建立的，创办于1962年。1964年6月定名为北京语言学院，1974年毛泽东主席为学校题写校名，1996年6月更名为北
2018-12-08 17:23:22|1140700|北方民族大学|民族类||公办|教育||1984||银川市|宁夏银川市西夏区文昌北街204号|750021|0951-2066992,0951-2066335||||||||2019-05-21 15:06:29||国家民族事务委员会|国家民族事务委员会||北方民族大学直属于国家民族事务委员会，是一所综合性民族类普通高等院校。学校坐落在“塞上江南”——宁夏回族自治区首府银川市，是我国唯一一所建立在少数民族自治区的部委高校
2018-12-08 17:23:22|1043900|山东第一医科大学|医药类||公办|教育||0000||泰安市|山东省泰安市长城路619号|271016|0538-6229809,0538-6222019||||||||2019-04-26 19:07:37||山东省教育厅|山东省教育厅||泰山医学院源于1891年创办的华美医院医校，1903年在华美医院医校基础上组建共合医道学堂，即后来的齐鲁大学医学院，1952年齐鲁大学医学院与创办于1932的山东医学院合并组建新的山东医学
2018-12-08 17:23:23|1389500|燕京理工学院|理工类||民办|教育||2005||廊坊市|北京东燕郊国家高新技术产业开发区迎宾北路45号|065201|010-80843808,010-80843809,010-80844355||||||||2019-03-28 12:19:29||河北省教育厅|河北省教育厅||燕京理工学院(YanchingInstituteofTechnology)，是经教育部批准设立的全日制普通本科院校，其前身是中国优秀独立学院——北京化工大学北方学院。学校2012年获得学士学位授予权，2013年经教育部
2018-12-08 17:23:21|1057000|广州医科大学|医药类||公办|教育||1958||广州市|番禺校区地址：广州市番禺区新造镇；越秀校区地址：广州市越秀区东风西路195号|510182|020-81340278,020-37103483||||||||2019-03-28 00:00:16||广州市人民政府|广州市人民政府||广州医科大学创办于1958年，是一所以医学为优势和特色，开展博士、硕士、本科多层次人才培养的广东省高水平大学建设高校。根据2017年国际最具权威性的四大高校综合排行榜(USNews、ARWU、
2018-12-08 17:23:22|1047100|河南中医药大学|医药类||公办|教育||1958||郑州市|郑州市中原中路233号|450007|0371-86667366||||||||2019-03-28 12:19:29||河南省教育厅|河南省教育厅||河南，是中华民族的主要发祥地之一，是华夏民族始祖、人文初祖黄帝的故里，是医圣张仲景的故乡。自古以来，中原医林兴盛，名医大家辈出，中药资源丰富，群众基础深厚，是中医药文
2018-12-08 17:23:22|1183500|上海政法学院|政法类||公办|教育||1984||上海市|上海市青浦区外青松公路7989号|201701|021-39225065,021-39225175,021-39225177||||||||2019-03-28 12:19:29||上海市教育委员会|上海市教育委员会||上海政法学院是一所年轻美丽、充满活力、富有政法特色、综合办学水平较高的高等院校，被誉为“佘山脚下的花园学府”、“法律人才的培养基地”。历史沿革始建于1984年。前身是上海市
2018-12-08 17:23:21|1103500|沈阳大学|综合类||公办|教育||1980||沈阳市|辽宁省沈阳市大东区望花南街21号|110044|024-62268563,024-62721597||||||||2019-03-28 12:19:29||沈阳市|沈阳市||沈阳大学创办于1980年，历经多所学校合并，目前已发展成为一所以本科教育为主体，同时拥有博士、硕士研究生教育、继续教育和留学生教育的综合性大学。办学历史可追溯到1905年创办的
2018-12-08 17:23:21|1087800|安徽建筑大学|理工类||公办|教育||1958||合肥市|南校区：合肥市经济技术开发区紫云路292号;北校区：合肥市包河区金寨路856号|230022|0551-63828083,0551-63513083||||||||2019-03-28 12:19:29||安徽省教育厅|安徽省教育厅||安徽建筑大学是安徽省唯一一所以土建类学科专业为特色的多科性大学，始建于1958年，坐落在安徽省合肥市。学校是安徽省与住房和城乡建设部共建高校、教育部本科教学工作水平评估优秀
2018-12-08 17:23:22|1049600|武汉轻工大学|理工类||公办|教育||1951||武汉市|常青校区：武汉市东西湖区常青花园学府南路68号；金银湖校区：武汉市东西湖区金银湖环湖中路36号|430023|027-83921022,027-83928885||||||||2019-03-28 12:19:29||湖北省|湖北省||武汉轻工大学位于有“九省通衢”之称的湖北省武汉市，是全国最早培养粮食行业专门人才的学校。自1951年建校以来，曾先后隶属于原国家粮食部、商业部、国内贸易部，1998年实行中央和
2018-12-08 17:23:22|1142000|河北金融学院|财经类||公办|教育||1952||保定市|河北省保定市恒祥北大街3188号|071051|0312-3338049||||||||2019-03-28 12:19:29||河北省教育厅|河北省教育厅||河北金融学院是华北、西北地区唯一一所具有鲜明金融特色的中央与地方共建院校，是河北省优先发展的金融人才培养基地，是金融专业硕士研究生培养试点单位。学校前身是1952年中国人民
2018-12-08 17:23:23|1366500|电子科技大学成都学院|理工类||民办|教育||2001||成都市|四川省成都市高新西区百叶路1号|611731|028-87825027,028-87825028,028-87825029||||||||2019-03-28 12:19:29||四川省教育厅|四川省教育厅||电子科技大学成都学院是国家教育部批准成立的独立学院(教发函[2004]21号)，是由电子科技大学与成都国腾实业集团合作创办，是采用新模式新机制举办的以本科层次为主的普通高等学校。学
2018-12-08 17:23:21|1037000|安徽师范大学|师范类||公办|教育||1928||芜湖市|安徽省芜湖市北京东路1号（赭山校区）;芜湖市九华南路189号（花津校区）|241000|0553-5910161||||||||2019-03-28 12:19:29||安徽省教育厅|安徽省教育厅||安徽师范大学是安徽建校最早的高等学府。学校坐落在具有“徽风皖韵、千湖之城”美誉的国家级开放城市——芜湖，濒临浩瀚长江，傍依灵秀赭山，集江南自然之神秀、汇安徽人文之灵杰
2018-12-08 17:23:23|1337800|青岛理工大学琴岛学院|理工类||民办|教育||2004||青岛市|山东省青岛市城阳区铁骑山路79号|266106|0532-86666668,0532-86666267,0532-86666720||||||||2019-03-28 12:19:29||山东省教育厅|山东省教育厅||美丽的青岛，有个诗意的别称——琴岛。在青岛，有一所以琴岛命名的大学——青岛理工大学琴岛学院。青岛理工大学琴岛学院是由青岛理工大学与青岛盛世华侨教育管理有限公司按新机制
2018-12-08 17:23:23|1368400|吉林大学珠海学院|综合类||公办|教育||2004||珠海市|珠海市金湾区草堂湾|519041|0756-7626271,0756-7626272||||||||2019-03-28 00:00:16||广东省教育厅|广东省教育厅||吉林大学是教育部直属的国家重点综合性大学，涵盖哲学、经济学、法学、教育学、文学、历史学、理学、工学、农学、医学、管理学、军事学、艺术学等全部13大学科门类;有本科专业129个
2018-12-08 17:23:21|1041000|江西农业大学|农林类||公办|教育||1905||南昌市|江西省南昌经济技术开发区志敏大道1101号|330045|0791-83813214||||||||2019-03-28 12:19:29||江西省教育厅|江西省教育厅||江西农业大学是一所以农为优势、以生物技术为特色、多学科协调发展的有特色高水平大学。具有博士学位授予权，是我国首批具有学士学位、硕士学位授予权单位之一，是江西省最早开展
2018-12-08 17:23:22|1123200|北京信息科技大学|理工类||公办|教育||2008||北京市|北京市海淀区清河小营东路12号|100192|010-82426126||||||||2019-03-28 12:19:29||北京市教育委员会|北京市教育委员会||北京信息科技大学由原机械部所属的北京机械工业学院和原电子部所属的北京信息工程学院合并组建，办学历史可追溯到20世纪30年代，是北京市重点支持建设的信息学科较为齐全的高校，在
2018-12-08 17:23:22|1021900|黑龙江科技大学|理工类||公办|教育||1947||哈尔滨市|黑龙江省哈尔滨市松北区浦源路2468号|150022|0451-88033300||||||||2019-03-28 12:19:29||黑龙江省教育厅|黑龙江省教育厅||黑龙江科技大学是黑龙江、吉林乃至内蒙地区唯一一所以矿业为特色的高校，是黑龙江省人民政府与国家应急管理部(国家安全生产监督管理总局)共建高校，是国家教育部教学工作水平评估
2018-12-08 17:23:21|1044000|滨州医学院|医药类||公办|教育||1946||烟台市|烟台校区：山东省烟台市莱山区观海路346号（264003）：滨州校区：山东省滨州市黄河三路522号（256603）|264003|0535-6913058,0535-6913059||||||||2019-05-22 15:09:25||山东省教育厅|山东省教育厅||滨州医学院是山东省应用型人才培养特色名校，前身是始建于1946年的原国立山东大学医学院，1956年3月独立建制为青岛医学院，1970年10月整体搬迁至山东省惠民地区行署驻地北镇办学，1974年
2018-12-08 17:23:21|1075500|新疆大学|综合类||公办|教育||1924||乌鲁木齐市|新疆大学分校本部（乌鲁木齐市胜利路666号）：北校区（乌鲁木齐市西北路134号）|830046|0991-8585671,0991-8585300,0991-8586161||||||||2019-03-28 12:19:29||新疆维吾尔自治区教育厅|新疆维吾尔自治区教育厅||『历史沿革』新疆大学是一所有着悠久办学历史、光荣革命传统、鲜明办学特色的综合性大学，在国家高等教育布局中具有重要的作用和特殊的区域地位，是自治区高等教育的领头羊和排头
2018-12-08 17:23:21|1057200|广州中医药大学|医药类||公办|教育||1956||广州市| 校本部：广州市番禺区大学城外环东路232号；三元里校区：广州市白云区机场路12号|510006|020-39357999,020-39357088||||||||2019-03-28 12:19:29||广东省|广东省||广州中医药大学创办于1956年，是新中国首批建立的四所中医药高等学校之一，原直属国家卫生部、国家中医药管理局领导，2000年转由广东省人民政府管理。现为广东省“211工程”重点建设
2018-12-08 17:23:22|1039200|福建医科大学|医药类||公办|教育||1937||福州市|上街校区：福州市大学新区学府北路1号;台江校区：福州市交通路88号|350122|0591-22860673,0591-22862773||||||||2019-03-28 12:19:29||福建省教育厅|福建省教育厅||福建医科大学创建于1937年，前身是福建省立医学专科学校，首任校长侯宗濂(1900年-1992年)，系中国近现代著名生理学家和医学教育家。在80多年的办学历程中，学校始终以造就优秀人才、推
2018-12-08 17:23:22|1039500|闽江学院|综合类||公办|教育||2002||福州市|校  本  部：福州市大学城溪源宫路200号;工业路校区：福州市工业路333号|350108|0591-83761856||||||||2019-05-08 10:31:22||福建省人民政府|福建省人民政府||闽江学院坐落于福建省省会福州市，是2002年经教育部批准设立的全日制普通本科高校，实行“省市共建、以市为主”的办学体制。学校现为“服务国家特殊需求”专业硕士学位研究生教育试
2018-12-08 17:23:21|1036600|安徽医科大学|医药类||公办|教育||1926||合肥市|梅山路校区：安徽省合肥市梅山路81号;翡翠路校区：安徽省合肥市经济开发区翡翠路15号|230032|0551-65167746||||||||2019-03-28 12:19:29||安徽省教育厅|安徽省教育厅||安徽医科大学为省属重点大学，是教育部、国家卫健委和安徽省共建高校，安徽省第一批地方特色高水平大学，第一批综合改革试点学校。学校前身是1926年创办于上海的私立东南医科大学，
2018-12-08 17:23:22|1001800|北京电子科技学院|理工类||公办|教育||1947||北京市|北京市丰台区富丰路7号|100070|010-83635284||||||||2019-03-28 00:00:16||中央办公厅|中央办公厅||北京电子科技学院是一所为全国各级党政机关培养信息安全和办公自动化专门人才的普通高等学校。学院隶属于中共中央办公厅。学院的前身是1947年8月在河北省平山县西柏坡开办的中央工
2018-12-08 17:23:21|1036300|安徽工程大学|理工类||公办|教育||1935||芜湖市|安徽省芜湖市北京中路 |241000|0553-2871043||||||||2019-03-28 12:19:29||安徽省教育厅|安徽省教育厅||安徽工程大学是一所以工为主的省属多科性高等院校和安徽省重点建设院校，是国家中西部高校基础能力建设工程(二期)项目建设高校，坐落在国家级开放城市芜湖。学校办学始于1935年安徽
2018-12-08 17:23:23|1064200|重庆文理学院|综合类||公办|教育||2001||重庆市|重庆市永川区红河大道319号|402160|023-49891968||||||||2019-03-28 00:00:16||重庆市教育委员会|重庆市教育委员会||重庆文理学院是重庆市人民政府主办的全日制普通本科高等学校，其前身重庆师范高等专科学校和渝州教育学院分别创办于1976年和1972年;2001年5月，两校合并组建为渝西学院;2005年4月，学校
2018-12-08 17:23:21|1067800|昆明医科大学|医药类||公办|教育||1933||昆明市|云南省昆明市人民西路191号|650021|0871-65922957,13708407471||||||||2019-03-28 00:00:16||云南省教育厅|云南省教育厅||昆明医科大学是省属重点大学，前身是创建于1933年的东陆大学医学专修科，1956年独立建院，1981年成为全国首批硕士学位授予单位，1998年成为博士学位授予单位，2010年云南医学高等专科学
2018-12-08 17:23:22|1048300|商丘师范学院|师范类||公办|教育||1905||商丘市|河南省商丘市平原中路55号（梁园校区）；河南省商丘市文化中路298号（睢阳校区）|476000|0370-3057992,0370-3057995,0370-3057985||||||||2019-03-28 00:00:16||河南省人民政府|河南省人民政府||商丘师范学院坐落于国家级历史文化名城、三商之源、华商之都——河南省商丘市，这里东临沿海，西扼中原，南襟江淮，北接齐鲁，位于豫鲁苏皖四省接合部，地处京九铁路、陇海铁路，
2018-12-08 17:23:23|1366300|南开大学滨海学院|综合类||民办|教育||2004||天津市|天津市大港区学府路634号|300270|022-63304918||||||||2019-03-28 00:00:16||天津市教育委员会|天津市教育委员会||南开大学滨海学院是2004年经教育部批准设立，由南开大学和天津市滨海新区政府国有天津市港容城市环境开发有限公司按照新的模式和机制合作创办的全日制普通本科高校，坐落于天津市滨
2018-12-08 17:23:22|1073600|西北师范大学|师范类||公办|教育||1902||兰州市|甘肃省兰州市安宁东路967号；甘肃省敦煌市新城区古城路2号|730070|0931-7971922||||||||2019-03-28 00:00:16||甘肃省人民政府|甘肃省人民政府||办学历史】西北师范大学为甘肃省人民政府和教育部共同建设的重点大学、国家重点支持的西部地区十四所大学之一。其前身为国立北平师范大学，发端于1902年建立的京师大学堂师范馆，191
2018-12-08 17:23:22|1014700|辽宁工程技术大学|理工类||公办|教育||1949||阜新市|辽宁省阜新市中华路47号|123000|0418-5110355||||||||2019-03-28 12:19:29||辽宁省人民政府|辽宁省人民政府||辽宁工程技术大学创建于1949年，是一所具有六十多年悠久历史的国家重点大学。新中国成立前夕，为恢复生产、发展经济、支援解放全中国，经东北人民政府批准，分别成立了阜新工科高级
2018-12-08 17:23:22|1013500|内蒙古师范大学|师范类||公办|教育||1952||呼和浩特市|赛罕校区：呼和浩特市昭乌达路81号;盛乐校区：呼和浩特市和林格尔盛乐经济园区|010020|0471-4392514||||||||2019-03-28 12:19:29||内蒙古自治区教育厅|内蒙古自治区教育厅||内蒙古师范大学创建于1952年，是新中国成立后党和国家在边疆少数民族地区最早建立的高等学校，自治区重点大学，是具有鲜明教师教育和民族教育特色的综合性师范大学。经过几代人的艰
2018-12-08 17:23:22|1059400|广西科技大学|综合类||公办|教育||1958||柳州市|广西柳州市东环路268号|545006|0772-2687735,0772-2686118||||||||2019-03-28 12:19:29||广西壮族自治区政府|广西壮族自治区政府||广西科技大学坐落于国家历史文化名城和西南地区工业重镇、交通枢纽、商贸物流中心——柳州市。学校于2013年4月18日经教育部批准由原广西工学院和原柳州医学高等专科学校合并建立，是
2018-12-08 17:23:21|1131800|江西科技师范大学|师范类||公办|教育||1952||南昌市|枫林校区地址：南昌市经济技术开发区枫林大道605号；红角洲校区地址：南昌市红角洲学府大道589号|330013|0971-83835961,0971-83805935||||||||2019-03-28 12:19:29||江西省教育厅|江西省教育厅||江西科技师范大学坐落于享有“物华天宝、人杰地灵”盛誉的历史文化名城——南昌。学校是教育部重点建设的培养职业教育师资的多科性本科院校，也是全国职业教育研究的重要基地，主
2018-12-08 17:23:21|1044800|德州学院|综合类||公办|教育||1971||德州市|山东省德州市大学西路566号|253023|0534-2603002,0534-8987899||||||||2019-03-28 12:19:29||山东省教育厅|山东省教育厅||德州学院是山东省政府直属全日制综合性普通本科院校。建校40多年来，学校植根齐鲁文化与燕赵文化之沃土，汲取黄河文化与运河文化之灵韵，秉承艰苦创业与励志育人之精神，不断谱写
2018-12-08 17:23:22|1000900|北方工业大学|理工类||公办|教育||1946||北京市|北京市石景山区晋元庄路5号|100144|010-88802786||||||||2019-03-28 12:19:29||北京市教育委员会|北京市教育委员会||毓秀工大北方工业大学创办于1946年，前身是国立北平高级工业职业学校，1985年更名为北方工业大学，1998年9月起以北京市管理为主。历经七十年风雨沧桑，逐步发展成为一所以工为主、文理
2018-12-08 17:23:22|1045300|泰山学院|综合类||公办|教育||1958||泰安市|山东省泰安市东岳大街525号|271000|0538-6715631,0538-6196518||||||||2019-03-28 12:19:29||山东省教育厅|山东省教育厅||泰山学院于1958年9月开始举办高等教育，2002年3月举办本科教育，2012年9月转变为“省市共建、以省为主”的管理体制，2012年11月通过教育部本科教学工作合格评估，办学历史可追溯到1905年创
2018-12-08 17:23:21|1054500|湘南学院|综合类||公办|教育||1912||郴州市|校本部驻地为湖南省郴州市郴州大道889号;王仙校区（郴州市郴州大道889号）;北湖校区（郴州市北湖区人民西路25号）|423000|0735-2653053,0735-2653289,0735-2653052||||||||2019-03-28 12:19:29||湖南省教育厅|湖南省教育厅||湘南学院是经教育部批准，于2003年由原郴州师专、郴州医专、郴州教育学院、郴州师范合并组建的综合性全日制普通公办本科高校，其办学历史可追溯到1912年创建的湖南省第三女子师范学
2018-12-08 17:23:24|1107900|成都大学|综合类||公办|教育||1978||成都市|四川省成都市外东十陵镇|610106|028—84616013||||||||2019-03-28 12:19:29||四川省教育厅|四川省教育厅||成都大学1978年经教育部批准设立，是四川省和成都市共建的综合性大学，成都市重点建设大学，拥有百年历史的三级甲等综合附属医院，国家级抗生素研发基地的四川抗菌素工业研究所。学
2018-12-08 17:23:22|1004300|北京体育大学|体育类||公办|教育||1953||北京市|北京市海淀区信息路48号|100084|010-62989047,010-62989342||||||||2019-03-28 00:00:16||国家体育总局|国家体育总局||北京体育大学成立于1953年，原名中央体育学院，1956年更名为北京体育学院，1993年更名为北京体育大学，是全国重点院校、国家“211工程”重点建设大学，并已成功入选国家首批“双一流”
2018-12-08 17:23:22|1012800|内蒙古工业大学|理工类||公办|教育||1951||呼和浩特市|内蒙古自治区呼和浩特市新城区爱民街49号|010051|0471-6576346||||||||2019-03-28 12:19:29||内蒙古自治区教育厅|内蒙古自治区教育厅||内蒙古工业大学坐落在内蒙古自治区呼和浩特市，前身是始建于1951年的绥远省高级工业学校。1958年在清华大学等支援下成立内蒙古工学院，曾隶属机械工业部、农业机械部，1983年划归内蒙
