2018-12-06|苑永德、赤峰亿辰置业有限公司与胡国强、赵军等建设工程分包合同纠纷二审民事判决书|建设工程分包合同纠纷|上诉人-赤峰亿辰置业有限公司被上诉人-翁牛特旗路源建筑工程有限公司|（2018）内04民终4750号|https://www.tianyancha.com/lawsuit/70f08ff4f91c11e8a8b47cd30ae00894
2017-09-21|赤峰巨恒建筑工程有限责任公司与鲍某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1588号|https://www.tianyancha.com/lawsuit/d83abfafb55c11e788a5008cfaf8725a
2017-09-21|赤峰巨恒建筑工程有限责任公司与周某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1587号|https://www.tianyancha.com/lawsuit/d8415df4b55c11e788a5008cfaf8725a
2017-07-14|赤峰巨恒建筑工程有限责任公司与池某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1581号|https://www.tianyancha.com/lawsuit/ef61e4183f9e11e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与马某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1571号|https://www.tianyancha.com/lawsuit/abe13e043d4211e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与张某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1570号|https://www.tianyancha.com/lawsuit/881458ef379e11e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与徐某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1563号|https://www.tianyancha.com/lawsuit/1d8c1dff3cc111e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与张某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1583号|https://www.tianyancha.com/lawsuit/2ad519a5900511e8a8b47cd30ae00894
2017-07-14|赤峰巨恒建筑工程有限责任公司与田某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1584号|https://www.tianyancha.com/lawsuit/3d2dbb983f3e11e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与刘某1、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1559号|https://www.tianyancha.com/lawsuit/7c41f4903dbf11e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与胡某1、胡某2等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,赵某,胡某,翁牛特旗路源建筑工程有限公司,胡某2,胡某1|（2017）内04民终1569号|https://www.tianyancha.com/lawsuit/753be6cc42ba11e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与刘某1、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1560号|https://www.tianyancha.com/lawsuit/65bd4463448f11e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与刘某1、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1576号|https://www.tianyancha.com/lawsuit/2602e8ae3d4011e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与毛某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1572号|https://www.tianyancha.com/lawsuit/9f47d68c428611e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与吴某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1568号|https://www.tianyancha.com/lawsuit/ec653d9e3e9a11e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与赵某1、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1567号|https://www.tianyancha.com/lawsuit/e539cf61415711e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与郭某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1589号|https://www.tianyancha.com/lawsuit/628350aa37b711e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与李某2、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1561号|https://www.tianyancha.com/lawsuit/9ffdb5983b4111e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与徐某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1591号|https://www.tianyancha.com/lawsuit/a031608d446311e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与李某2、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1565号|https://www.tianyancha.com/lawsuit/113a84d86a0c11e8a8b47cd30ae00894
2017-07-14|赤峰巨恒建筑工程有限责任公司与李某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1566号|https://www.tianyancha.com/lawsuit/11a18f2e6a0c11e8a8b47cd30ae00894
2017-07-14|赤峰巨恒建筑工程有限责任公司与冯某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1592号|https://www.tianyancha.com/lawsuit/8ee5fb1b3c9811e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与于某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1582号|https://www.tianyancha.com/lawsuit/f3cd08a63f9711e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与石某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1580号|https://www.tianyancha.com/lawsuit/aa1f62a83d0c11e8b0207cd30ae00c08
2017-07-14|赤峰巨恒建筑工程有限责任公司与李某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1586号|https://www.tianyancha.com/lawsuit/938aa6b66a0c11e8a8b47cd30ae00894
2017-07-14|赤峰巨恒建筑工程有限责任公司与任某、胡某等劳务合同纠纷二审民事判决书|劳务合同纠纷|上诉人-赤峰巨恒建筑工程有限责任公司被告-赤峰亿辰置业有限公司,翁牛特旗路源建筑工程有限公司|（2017）内04民终1564号|https://www.tianyancha.com/lawsuit/433c2f093b8e11e8b0207cd30ae00c08
2017-06-06|翁牛特旗路源建筑工程有限公司与翁牛特旗教育局建设工程合同纠纷再审民事判决书|建设工程合同纠纷|原告-翁牛特旗路源建筑工程有限公司|（2016）内0426民再15号|https://www.tianyancha.com/lawsuit/6be13435dad843828fec95a2ea9893c7
2016-09-06|翁牛特旗路源建筑工程有限公司与毛洪生等劳动争议一审民事裁定书|劳动争议|原告-翁牛特旗路源建筑工程有限公司|（2016）内0426民初709号|https://www.tianyancha.com/lawsuit/9caddd47d3af4621a587dfcb6b4a96b4
2016-08-26|翁牛特旗路源建筑工程有限公司与赤峰市人力资源和社会保障局行政确认纠纷二审行政判决书|-|上诉人-翁牛特旗路源建筑工程有限公司|（2016）内04行终149号|https://www.tianyancha.com/lawsuit/4af3707599644f6b8f362a5f0e7b9f4a
2015-12-08|翁牛特旗文化体育广播电影电视局与翁牛特旗路源建筑工程有限公司建设工程施工合同纠纷二审民事判决书|建设工程施工合同纠纷|被上诉人-翁牛特旗路源建筑工程有限公司|（2015）赤民二终字第384号|https://www.tianyancha.com/lawsuit/e89d73780f1d4f319baca5bd8886d3a9
2015-09-16|翁牛特旗路源建筑工程有限公司与翁牛特旗文化体育广播电影电视局建设工程施工合同纠纷一审民事判决书|建设工程施工合同纠纷|原告-翁牛特旗路源建筑工程有限公司|（2015）翁民初字第3299号|https://www.tianyancha.com/lawsuit/b040250aac85414ab70fd2c788662c53
2014-12-02|翁牛特旗文化体育广播电影电视局与翁牛特旗路源建筑工程有限公司确认合同无效纠纷一审民事判决书|确认合同无效纠纷|被告-翁牛特旗路源建筑工程有限公司|（2014）翁民初字第3987号|https://www.tianyancha.com/lawsuit/417c64205fac4da280a96ad6ce239274
