内蒙古康绿源蔬菜产业有限责任公司|谢桂云|18047621888|nmgkanglvyuan@163.com||内蒙古自治区赤峰市元宝山区美丽河镇四家村|500万|2008-09-04|存续||91150403676949187H|676949187|91150403676949187H|有限责任公司(自然人投资或控股)(1130)|2008-09-04至2028-09-01|农业||2018-10-08|500万||||||内蒙古自治区赤峰市元宝山区美丽河镇四家村附近公司|许可经营项目：蔬菜制品(酱腌菜)（在全国工业产品生产许可证有效期至内经营) 一般经营项目：自营进出口业务（但国家限制公司经营或者禁止进出口的商品和技术除外）农副产品批发零售；种植；养殖；农牧业技术服务；农业生产资料销售；蔬菜新品种、新技术研究推广；酱菜、酸菜、蔬菜产品的技术工艺研究；技术成果转让、技术培训（分公司经营）|内蒙古康绿源蔬菜产业有限公司成立于2004年，2008年5月进行股权重组改造，注册资本500万元人民币。现有总资产5200余万元，自有生产基地2.3万亩，职工500余人，带动从业农民5000余人,实现销售收入1.2亿元。 公司拥有设施配套、功能完善的蔬菜批发经营市场一处，经营面积120亩，建设有蔬菜保鲜库13800立方米，防雨钢罩棚6000平方米，交易商房3200平方米，年蔬菜交易量18万吨。建成3000平方米的蔬菜加工生产车间，形成了5000吨的蔬菜生产加工能力，目前已经开发出酱菜、腌渍菜、杂粮等10余个品种。    公司自有蔬菜林果生产基地三处：一是朝阳山蔬菜示范基地，规划总面积5000亩，第一期已建成日光温室500栋，重点发展高端绿色蔬菜产品，示范带动周边蔬菜园区的发展。朝阳山蔬菜基地已经认定为绿色蔬菜生产基地，黄瓜、西红柿、茄子、胡萝卜四个品种认定为绿色产品。二是风水沟优质葡萄生产基地，规划总面积1500亩，建有日光温室和塑料大棚1000栋，利用保护地设施，种植反季节葡萄，主要品种为美国提子、白鸡心等。葡萄基地的发展，与公司现有的保鲜库设施相配套，成为种植业利润的一个主要增长点。三是黄花沟杂粮林果基地，总面积18000亩，其中榛柴有林面积10000亩。重点开发利用榛柴资源，通过截潜提水、分片轮伐、围栏封育、合理抚育，为食用菌项目提供优质、充足的原料保障。 公司坚持“农业、农民、企业联姻，基地、市场、品牌同步”的发展战略方针，以“面向农村，服务农民，发展农业”为宗旨，树立“团结奋进、艰苦创业、求真务实、科技创新”的企业精神，高起点谋划，高水平建设，高效能运营。        公司采取自建基地作示范、内联合作社求规模、外联销售代理商打市场的策略。以公司投资、农民土地入股、反租倒包的形式，自建示范基地3处，自有生产基地已达2.3万亩，雇用农民工900余人；以订单种植、定价收购和推荐品种、市场价收购等形式，与区内的四家村、青山村、新地村、庄头营子村、风水沟村、大三家村、马蹄营子村等农业生产合作社结成紧密型合作关系，蔬菜种植面积达1万余亩，带动从业农民5000余人，对周边蔬菜产区产生了明显的辐射拉动效应；以利益共沾、风险共担的原则，与满洲里亿丰公司、安徽和县皖东蔬菜批发市场等单位联合， 开辟了蔬菜南北销售的重要通道，与满州里亿丰公司签订协议，共同争取到了出口基地的商检认证，蔬菜产品除了行销河北、广东、安徽、上海、北京等国内地区、城市,还远销到东南亚、俄罗斯、韩国、日本等地。2009年我们进一步加大力度推行品牌战略，有效地实施了“放心菜工程”，准备在平庄、赤峰、沈阳、大连、哈尔滨等地建立蔬菜直销店，搞农超对接，消费者可以从直营店放心购买无公害、绿色的蔬菜产品。    根据产业化发展的需求，依托呼市蔬菜研究所的技术力量，成立了绿色蔬菜技术服务中心，在政府的支持下，招聘了10名事业编制大学生，又高薪聘请了朝阳等地资深技术人员现场指导，力求以技术手段降低蔬菜生产成本，提高市场竞争力。现公司技术服务中心拥有高级农艺师、高级经济师等中高级职称人员及硕士、双学士等本科以上学历人员30余人。在葡萄生产方面,公司采取外引科研单位、内联农业生产合作社、公司自有基地作示范的发展策略，与天津果树研究所、中国葡萄协会结成合作伙伴，与风水沟葡萄生产合作社结成生产联合体，形成了技术有依托、联合成规模、发展按规划、管理有标准的生产体系，有效推动葡萄产业的发展。在食用菌生产方面，公司与平庄镇合作规划万亩木耳种植示范项目，正在实施之中。项目采取“二集中、一分散”的发展模式，公司负责菌种供应和产品回收，镇、村组织农户种植。逐步形成以市场为龙头、以收购加工为保障、以基地为载体的食用菌产业链条。   现在公司已被认定为“内蒙古自治区农业产业化龙头企业”。在第三届全国优质农产品进超市贸易洽谈会上，公司产品获得了“2009年度商超推荐产品”荣誉。
内蒙古大牧场牧业（集团）有限责任公司|王海峰|0476-2233700|dmc_shm@163.com||内蒙古自治区赤峰市元宝山区工业园区平庄工业项目区|5727万|2005-10-18|存续||91150403779481484F|779481484|91150403779481484F|有限责任公司(自然人投资或控股)(1130)|2005-10-18至2025-10-17|畜牧业||2017-12-18|2146.35万||||内蒙古大牧场食品有限责任公司||内蒙古自治区赤峰市元宝山区工业园区平庄工业项目区附近公司|许可经营项目：无 一般经营项目：经检疫合格的动物及动物产品 、肉制品、速冻食品生产销售；进出口贸易（国家限制进出口的产品和技术除外）|内蒙古大牧场牧业（集团）有限责任公司于2005年10月18日在赤峰市工商行政管理局元宝山区分局登记成立。法定代表人王海峰，公司经营范围包括许可经营项目：无一般经营项目：经检疫合格的动物及动物产品等。
赤峰瑞阳化工有限公司|刘泉|0476-5999183|ruiyanghuagong@sina.com|www.nmruiyangchemical.com|内蒙古自治区赤峰市元宝山区赤峰市资源型城市经济转型开发试验区|40000万|2005-07-08|存续||9115040377612641X1|77612641X|9115040377612641X1|有限责任公司（非自然人投资或控股的法人独资）(1153)|2005-07-08至无固定期限|批发业||2019-05-07|20000万|500-999人|719||||内蒙古自治区赤峰市元宝山区赤峰市资源型城市经济转型开发试验区附近公司|工业季戊四醇、单季戊四醇、双季戊四醇、三季戊四醇、乙醇（食用酒精、药用酒精、无水酒精、医用酒精）、单一饲料、三羟甲基丙烷、双三羟甲基丙烷、甲酸钠、甲酸钙、甲醛溶液、乙醛、甲酸、杂戊醇、食品添加剂（液体二氧化碳）、玉米胚芽油生产销售；热力供应；粮食购销；农作物种植；自有房屋、设备、场地租赁；化工原料（除危险品）、机电产品、建筑材料、煤炭经销；自营或代理产品及技术的进出口业务。|赤峰瑞阳化工有限公司是一家专业生产季戊四醇系列产品的国家级高新技术企业，公司位于内蒙古赤峰市元宝山区平庄工业项目区，注册资金8000万元人民币，占地面积440亩，资产3.1亿元人民币。产品为4万吨季戊四醇及其副产品双季戊四醇、甲酸钙、甲酸钠等，是江苏瑞阳化工股份有限公司的全资子公司。
赤峰世元房地产开发有限责任公司|李鹏宇|2236100|||内蒙古自治区赤峰市元宝山区平庄镇马蹄营子村铁东|2000万|2007-04-13|存续||911504037971990446|797199044|911504037971990446|有限责任公司(自然人投资或控股)(1130)|2007-04-13至2037-04-12|房地产业||2016-06-21|2000万||||||内蒙古自治区赤峰市元宝山区平庄镇马蹄营子村铁东附近公司|许可经营项目：无 一般经营项目：房地产开发与销售；房屋租赁|
赤峰宝昌建筑工程有限公司|徐汾儒|0476-3210980|1127564108@qq.com||内蒙古自治区赤峰市元宝山区元宝山镇|6372.06万|1996-03-18|存续||91150403114860551W|114860551|91150403114860551W|其他有限责任公司(1190)|1996-03-18至2024-12-31|房屋建筑业||2019-03-25|6372.06万|100-499人|203||||内蒙古自治区赤峰市元宝山区元宝山镇附近公司|土木工程建筑；线路、管道和起重设备安装工程；房屋室内外装饰装潢工程；公路工程；市政公用工程；机械设备及配件、五金、化工（不含危险化学品及一类易制毒化学品）、电工器材、建筑材料销售；体育场地设施施工、塑胶跑道、人造草坪铺装；园林绿化工程。|赤峰宝昌建筑工程有限公司经过三十多年的发展壮大，现以成为具有一级房屋建筑施工总承包资质并兼营装饰装修、路桥建设、公路工程、市政公用工程等的大型综合性建筑企业。这是宝昌人在不断拼搏进取中得来的。宝昌公司将在社会各界的大力支持下，经过宝昌人的不懈努力，不断创新，不断突破，不断满足客户的要求，靠科学的管理，良好的社会信誉，审时度势，把握机遇，出奇制胜，赢得市场。
赤峰荣和矿山工程有限公司|孙建民||||内蒙古自治区赤峰市元宝山区平庄秀水怡园D2－2－8|15000万|2019-03-11|存续||91150403MA0Q5TKE9Q|MA0Q5TKE9|91150403MA0Q5TKE9Q|有限责任公司(自然人投资或控股)(1130)|2019-03-11至无固定期限|土木工程建筑业||2019-03-11|||||||内蒙古自治区赤峰市元宝山区平庄秀水怡园D2－2－8附近公司|工矿工程建筑；土石方工程；园林绿化工程；矿山配件销售。|
内蒙古万丛汇房地产开发有限公司|谢秀丽||||内蒙古自治区赤峰市元宝山区平庄宝山仕家64#－0－T2－24|15000万|2019-05-13|存续||91150403MA0Q8E2T2F|MA0Q8E2T2|91150403MA0Q8E2T2F|有限责任公司(自然人投资或控股)(1130)|2019-05-13至无固定期限|房地产业||2019-05-13|||||||内蒙古自治区赤峰市元宝山区平庄宝山仕家64#－0－T2－24附近公司|房地产开发（凭资质经营）、销售；房屋及建筑设备租赁；广告设计、制作、代理、发布；餐饮服务。|
赤峰王洪民种养殖农民专业合作社|王洪民||||内蒙古自治区赤峰市松山区当铺地满族乡大兴隆庄村|700万|2017-11-30|存续||93150404MA0NN1NM2D|MA0NN1NM2|93150404MA0NN1NM2D|农民专业合作社(9100)|2017-11-30至无固定期限|农业||2018-03-01|||||||内蒙古自治区赤峰市松山区当铺地满族乡大兴隆庄村附近公司|家畜、家禽养殖销售；谷物及其他作物、蔬菜、园艺作物、食用菌、中药材种植销售；为合作社成员购买农机、农机具、农业生产资料、农业机械及零配件；为合作社成员提供农机作业、农副产品深加工、技术咨询、技术指导服务。|
赤峰君安足疗馆|曹立亚||||赤峰市新城区金帝大厦一楼||2010-04-28|吊销|||||个体户||居民服务业||2010-04-28|||||||赤峰市新城区金帝大厦一楼附近公司|社会居民服务. (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
赤峰周大金金店|翁如福||||内蒙古自治区赤峰市松山区步行街百合新城小区C座02011厅||2010-11-18|吊销|||||个体户||零售业||2010-11-18|||||||内蒙古自治区赤峰市松山区步行街百合新城小区C座02011厅附近公司|金、银、珠宝、饰品销售 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
赤峰九天建材化工（集团）有限责任公司|李亚凡|0476-8288195|cfjt111@163.com|www.jiutiangroup.com|内蒙古自治区赤峰市新城区八家组团临潢大街南，锦山路西1幢（临潢大街25号）|100000万|2002-03-08|存续||91150404114806360T|114806360|91150404114806360T|其他有限责任公司(1190)|2002-03-08至2035-03-31|非金属矿物制品业||2017-07-21|6584万|小于50人|24|||Chifeng Jiutian Building Materials Chemical Industry(Group)Co.,Ltd.|内蒙古自治区赤峰市新城区八家组团临潢大街南，锦山路西1幢（临潢大街25号）附近公司|许可经营项目：无 一般经营项目：电杆、电石、预拌混凝土、硅铁、白灰、混凝土构件生产、销售；装卸；机动车交易、汽车清洗；房屋租赁；道路普通货物运输；危险货物运输；室内外装饰装潢工程、园林绿化工程、消防工程施工；水电安装、管道维修；生活饮用水集中式供水；水质检验与分析；水表检定、校准和检测；市政工程施工|注册号：****所在地：内蒙古注册资本：6584万人民币元法定代表：李亚凡企业类型：其他有限责任公司登记状态：存续登记机关：赤峰市工商行政管理局松山区分局注册地址：内蒙古自治区赤峰市新城区八家组团临潢大街南，锦山路西1幢（临潢大街25号）
赤峰供销金秋杂粮专业合作社联合社|童祥|15847358385|||赤峰市新城区玉龙大街58号楼供销社501室|2090万|2014-09-18|存续||931504043184025795|318402579|931504043184025795|农民专业合作社(9100)||农业||2016-06-24|||||||赤峰市新城区玉龙大街58号楼供销社501室附近公司|许可经营项目：无 一般经营项目：杂粮杂豆种植、产品销售；标准化生产技术培训、品牌策划、申报、市场营销、信息传递、咨询服务|
赤峰和然节能科技股份有限公司|王迎炜|0476-3997881|hrjn2010@163.com|www.cfhrjn.com|内蒙古自治区赤峰市喀喇沁旗牛营子镇（和美工贸产业园区B19幢）|40230万|2010-07-08|存续||91150404558116272G|558116272|91150404558116272G|其他股份有限公司(非上市)(1229)|2010-07-08至无固定期限|科技推广和应用服务业||2019-01-28|40230万|小于50人|30||赤峰和然节能技术服务有限责任公司||内蒙古自治区赤峰市喀喇沁旗牛营子镇（和美工贸产业园区B19幢）附近公司|节能技术的研发、推广、咨询；工业余热的回收与再利用（凭资质经营）；热力的生产与供应；城镇供暖投资管理、咨询；节能项目原材料和设备采购、销售；节能设备的运行维护；房地产开发与经营|赤峰和然节能科技股份有限公司于2010年07月08日在赤峰市工商行政管理局登记成立。法定代表人王迎炜，公司经营范围包括许可经营项目：无一般经营项目：节能技术的研发等。
赤峰市畜研所鸡猪技术服务部|李志明|13654765306|hai0476@126.com||内蒙古自治区赤峰市松山区穆家营镇办事处农研居委会||1992-06-13|存续||91150404814900745M|814900745|91150404814900745M|集体经营单位(非法人)(4420)|1992-06-13至无固定期限|畜牧业||2016-10-10||小于50人|11|||Chifeng Chuyan Office Jizhu Technology Service Department|内蒙古自治区赤峰市松山区穆家营镇办事处农研居委会附近公司|许可经营项目：无 一般经营项目：饲料加工；种鸡养殖及孵化；饲料、饲料原料、养鸡设备、蛋鸡、禽蛋、雏鸡、粪肥销售。养鸡、养猪技术服务。（国家法律法规规定及国务院决定应经审批的未获审批前不得生产经营）|
赤峰宇佳面粉厂|冯龙||||内蒙古自治区赤峰市松山区当铺地满族乡关家营村六组||2007-05-17|吊销|||||个体户||农副食品加工业||2008-06-07|||||||内蒙古自治区赤峰市松山区当铺地满族乡关家营村六组附近公司|面粉、挂面加工销售，粮油购销(食品卫生许可证有效期至2012年6月4日) (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
赤峰会军建筑器材租赁站|李国会||||内蒙古自治区赤峰市帅旗农药厂后面||2008-04-18|吊销|||||个体户||租赁业||2011-05-17|||||||内蒙古自治区赤峰市帅旗农药厂后面附近公司|架子管、扣件、木跳板出租、丝杠出租、建筑器材出租服务；人造板销售。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
内蒙古久岩隆建筑工程有限公司|那树林||||内蒙古自治区赤峰市松山区广场路东侧商贸小区综合楼1-218室|100000万|2018-10-11|存续||91150404MA0Q1NP67K|MA0Q1NP67|91150404MA0Q1NP67K|有限责任公司(自然人投资或控股)(1130)|2018-10-11至无固定期限|房屋建筑业||2018-10-11|||||||内蒙古自治区赤峰市松山区广场路东侧商贸小区综合楼1-218室附近公司|房屋建筑工程、市政公用工程、土石方工程、建筑装修修饰工程、桥梁隧道工程、机电设备安装工程、钢结构工程、公路路基工程、公路工程、水利水电工程、消防设施工程、地基与基础工程、体育场地设施工程、环保工程、智能化安装工程施工服务；建筑设备租赁服务；经销五金、交电、建筑材料、装饰材料、日用品、农副产品。|
赤峰中昊运输有限责任公司|王建军|8420632|1447718989@qq.com|www.cfzhjt.cn|内蒙古自治区赤峰市松山区松山大街路北京通铁路东|4413万|2002-07-01|存续||911504041147901781|114790178|911504041147901781|有限责任公司(自然人独资)(1151)|2002-07-01至无固定期限|道路运输业||2018-04-24|4413万|100-499人|467|||Chifeng Zhonghao Conveyance Co.,Ltd.|内蒙古自治区赤峰市松山区松山大街路北京通铁路东附近公司|许可经营项目：驾驶员培训（分支机构经营）；保险兼业代理（凭许可证在有效期内经营）。旗县内、旗县际、盟市际、省际班车客运、包车客运；一类机动车维修（大中型客车维修、大中型货车维修、小型车辆维修、危险货物车辆维修）；客运站经营；货运站经营；普通货物运输、货物专用运输（集装箱、冷藏保鲜、罐式）、大型物件运输（二类）； 一般经营项目：汽车租赁、后勤管理服务、会议会展服务、商务服务；汽车（不含品牌汽车）及配件、润滑油、电子产品销售；机械加工；信息服务；房屋出租；仓储；停车场；广告设计、代理、制作、发布。店堂建筑物控制地带出租|公司前身是成立于1949 年的原国营赤峰汽车运输总公司,2002 年,根据赤经贸字&lt;2002&gt;3 号&lt;关于赤峰汽车运输总公司转制为赤峰中昊运输有限责任公司登记注册的意见&gt;,公司转制成为赤峰中昊运输有限责任公司。
赤峰三川矿业集团有限公司|温新力|0476-5898393|383721715@qq.com||内蒙古自治区赤峰市新城区玉龙大街以南生产科研综合楼|5000万|2007-06-22|存续||911504046609998688|660999868|911504046609998688|其他有限责任公司(1190)|2007-06-22至2022-12-31|批发业||2016-07-14|5000万||||赤峰三川矿业有限公司||内蒙古自治区赤峰市新城区玉龙大街以南生产科研综合楼附近公司|矿产品、矿山机械设备销售；矿业技术咨询；投资管理|赤峰三川矿业集团有限公司成立于2007年06月22日，主要经营范围为矿产品、矿山机械设备销售等。
内蒙古江汇永泰商混建设工程有限公司|陈国荣||||内蒙古自治区赤峰市松山区御园峰会A座-2-2-410|80000万|2018-06-08|存续||91150404MA0PWW0W35|MA0PWW0W3|91150404MA0PWW0W35|有限责任公司(自然人投资或控股)(1130)|2018-06-08至无固定期限|房屋建筑业||2018-06-08|||||||内蒙古自治区赤峰市松山区御园峰会A座-2-2-410附近公司|建筑工程、市政公用工程、公路工程、水利水电工程、电力工程、机电工程、地基基础工程、钢结构工程、环保工程、电气安装工程、管道和设备安装工程、河湖整治工程、建筑装修装饰工程、桥梁工程、隧道工程、建筑幕墙工程、消防工程、土石方工程、铁路工程、港口与航道工程、矿山工程、冶金工程、园林绿化工程设计、施工；起重设备安装服务、提供施工设备服务、土地整理、地质灾害治理服务；劳务分包、施工总承包；商品混凝土生产、加工、销售；普通货运、货物专用运输（罐式）；碎石开采、加工、销售；河沙开采、销售；建材销售。|
内蒙古兴通投资集团有限责任公司|魏广和|15849978394|1012644696@qq.com||内蒙古自治区赤峰市新城区金帝大厦A-C座080611|70000万|2012-02-22|存续||911504045888350599|588835059|911504045888350599|有限责任公司(自然人投资或控股)(1130)|2012-02-22至2032-02-21|商务服务业||2016-12-29|50000万||||内蒙古兴通投资有限责任公司||内蒙古自治区赤峰市新城区金帝大厦A-C座080611附近公司|投资与经营管理|
松山区牛武粗饲料加工厂|牛长武||||内蒙古自治区赤峰市松山区当铺地乡关家营村四组||2007-01-12|注销|||||个体工商户||农副食品加工业||2018-10-29|||||||内蒙古自治区赤峰市松山区当铺地乡关家营村四组附近公司|粗饲料加工,肉牛养殖|
赤峰万盛建筑劳务有限公司|陈玉民|15647629879|||内蒙古自治区赤峰市松山区金御华府B区45-2-02202|60000万|2018-04-25|存续||91150404MA0PU3C245|MA0PU3C24|91150404MA0PU3C245|有限责任公司(自然人独资)(1151)|2018-04-25至无固定期限|房屋建筑业||2018-04-25|||||||内蒙古自治区赤峰市松山区金御华府B区45-2-02202附近公司|建筑劳务；房屋建筑工程、消防工程、市政公用工程、公路工程、铁路路基工程、土石方工程、矿山开采工程、水利水电工程、建筑装修装饰工程、建筑幕墙工程、钢结构工程、城市园林绿化工程施工；普通货物道路运输。|
赤峰鸿运金建筑工程有限公司|张晓龙|8436633|13947670937@163.com||内蒙古自治区赤峰市松山区八家组团天义路东、应昌街北综合办公楼01051|58000万|2017-06-22|存续||91150404MA0NDQ8Y9K|MA0NDQ8Y9|91150404MA0NDQ8Y9K|有限责任公司(自然人投资或控股)(1130)|2017-06-22至无固定期限|房屋建筑业||2018-11-29|||||赤峰亿金源园林景观工程有限公司||内蒙古自治区赤峰市松山区八家组团天义路东、应昌街北综合办公楼01051附近公司|许可经营项目：无 一般经营项目：建筑工程、土石方工程、电力工程、园林绿化工程、水利水电工程、市政公用工程、公路工程；电气安装、矿山设备安装、机电设备安装、门窗制作安装；建筑劳务分包。|
赤峰典都装饰材料门市|于庆海||||内蒙古自治区赤峰市松山区桥西大街工商局西侧|50000万|2008-04-24|吊销|||||个体户|2008-04-24至2011-12-31|批发业||2008-04-24|||||||内蒙古自治区赤峰市松山区桥西大街工商局西侧附近公司|装饰材料销售。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
赤峰市松山区静思招待所|徐宝华||||内蒙古自治区赤峰市松山区芳草路下洼子二组||2009-05-21|吊销|||||个体户||住宿业||2012-03-21|||||||内蒙古自治区赤峰市松山区芳草路下洼子二组附近公司|旅客住宿。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
赤峰济慈康复器材厂|李海凤||||内蒙古自治区赤峰市王府花园小区30号楼1011侧厅||2010-08-05|吊销|||||个体户||零售业||2010-08-05|||||||内蒙古自治区赤峰市王府花园小区30号楼1011侧厅附近公司|残疾人用品、用具销售。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
阿鲁科尔沁旗马产业联合专业合作社|希尼巴雅尔|13847606176|||阿鲁科尔沁旗新城区供销合作社办公楼|14219.73万|2014-04-14|注销||9315042109690533XU|09690533X|9315042109690533XU|农民专业合作社(9100)||畜牧业||2017-06-30|||||||阿鲁科尔沁旗新城区供销合作社办公楼附近公司|培育速马及马奶、马血、马奶酒、民族马传统产业；旅游文化|
赤峰元易生物质科技有限责任公司|陈立东|0476-8478019|280361953@qq.com||阿鲁科尔沁旗天山镇新能源产业园区|41025万|2012-07-20|存续||91150421050559814T|050559814|91150421050559814T|其他有限责任公司(1190)|2012-07-20至2042-07-19|燃气生产和供应业||2019-03-19|40375万|50-99人|92||||阿鲁科尔沁旗天山镇新能源产业园区附近公司|许可经营项目：无 一般经营项目：沼气及生物天然气企业和产业化项目的投资、建设与运营；生物二氧化碳的投资、开发、生产、经营和销售；复混肥料、有机肥料及微生物肥料的生产与销售；燃气输配管网、场站的投资、建设与运营；汽车加气站及工业用气管网投资、建设与运营；燃气具销售；危险品运输；自营和代理各类商品和技术的进出口业务；畜禽粪污处理活动；其他畜牧专业及辅助性活动。|
阿鲁科尔沁旗巴拉奇如德供销加油站|邹吉明|15049961818|zouderan1818@163.com||阿鲁科尔沁旗巴拉奇如德苏木|12万|2008-10-09|存续||911504215817908710|581790871|911504215817908710|个人独资企业(4540)||批发业||2016-10-25|||||||阿鲁科尔沁旗巴拉奇如德苏木附近公司|柴油、汽油、机油、刹车油、防冻剂、黄油；三轮、四轮、摩托车配件、三角带；各种螺丝、五金、交电、日杂用品、日用百货|
内蒙古北疆游牧草原多产业发展有限公司|张永军|13789592881|||内蒙古自治区赤峰市阿鲁科尔沁旗天山镇君悦大酒店|50000万|2018-10-22|存续||91150421MA0Q20XM1Y|MA0Q20XM1|91150421MA0Q20XM1Y|其他有限责任公司(1190)|2018-10-22至无固定期限|商务服务业||2018-10-22|||||内蒙古北疆游牧草原产业发展有限公司||内蒙古自治区赤峰市阿鲁科尔沁旗天山镇君悦大酒店附近公司|游牧草原生态系统和修复工程；游牧草原多产业环保标准化基础设施建设；游牧生产牛羊及畜产品就地统一优价收购、加工、仓储、销售；物流园区建设；全域四季特色旅游产业开发、景区景点硬软件配套建设；智能旅游服务中心、自驾车房地营地、直升机低空观光旅游基地、游牧文化博物园建设；牧家乐休闲、体验、度假、养生旅游园区建设；草业经济、林下经济、游牧工艺品开发、举办草原文化各类节庆活动、研发游牧旅游特色纪念品；矿产、土石方工程|
阿鲁科尔沁旗蒙鑫源草牧业生产专业合作社联合社|赛音敖其拉图|15248651117|||阿鲁科尔沁旗绍根镇绍根嘎查|500万|2016-12-27|注销||93150421MA0N33YD5T|MA0N33YD5|93150421MA0N33YD5T|农民专业合作社(9100)||畜牧业||2019-03-07|||||||阿鲁科尔沁旗绍根镇绍根嘎查附近公司|畜牧业产业化经营、畜产品开发及购销、农产品种植及销售；农机作业、农机服务、生态服务、生态治理；机械施工、民建、房屋维修、土地平整；种草、护坡|
赤峰绿丰源农牧业开发有限公司|张魁元|15048389225|52813188@qq.com||赤峰市阿鲁科尔沁旗新民乡东沟村村北50米处|8000万|2014-03-21|存续||91150421095941304D|095941304|91150421095941304D|有限责任公司(自然人投资或控股)(1130)|2014-03-21至无固定期限|农、林、牧、渔服务业||2017-07-03|3000万||||||赤峰市阿鲁科尔沁旗新民乡东沟村村北50米处附近公司|许可经营项目：无 一般经营项目：农牧林项目、畜牧产业化经营、牧草种植林果种植、沙源土地生态治理、土地综合治理工程施工及节水工程施工；预包装、散装食品生产销售；农产品初加工、粮食收购、储存及销售；农业种植|
阿鲁科尔沁旗晟承城乡建设发展有限公司|邰英方|15048381217|3037713213@qq.com||内蒙古自治区赤峰市阿鲁科尔沁旗天山路南段路西南桥北|30000万|2018-02-02|存续||91150421MA0PQJEC07|MA0PQJEC0|91150421MA0PQJEC07|其他有限责任公司(1190)|2018-02-02至无固定期限|房地产业||2018-02-02|||||||内蒙古自治区赤峰市阿鲁科尔沁旗天山路南段路西南桥北附近公司|城乡基础设施投资建设管理、城乡公用事业投资运营、保障性安居工程投建设管理、地产开发、城乡物业管理、新能源开发利用|
阿鲁科尔沁旗天山矿业开发有限责任公司|刘和峰|7230602|aqgtj@163.com||阿鲁科尔沁旗天山镇汉林西街路北|8061万|2004-07-02|存续||91150421761097492H|761097492|91150421761097492H|有限责任公司(国有控股)(1140)|2004-07-02至无固定期限|批发业||2016-04-12|8061万||||内蒙古赤峰市阿鲁科尔沁旗天山矿业开发有限责任公司|Ar Horqin Qi Tianshan Mining Industry Development Co.,Ltd.|阿鲁科尔沁旗天山镇汉林西街路北附近公司|许可经营项目：金属、非金属矿产资源勘探 一般经营项目：无|
阿鲁科尔沁旗天泽农牧业有限公司|郑海明|15849642820|643233305@qq.com||阿鲁科尔沁旗绍根镇呼和格日嘎查|20000万|2012-03-22|存续||91150421591973946F|591973946|91150421591973946F|有限责任公司（非自然人投资或控股的法人独资）(1153)|2012-03-22至无固定期限|农业||2018-11-29|1100万||||||阿鲁科尔沁旗绍根镇呼和格日嘎查附近公司|许可经营项目：无 一般经营项目：新能源电力开发、建设、运营；光电技术开发、技术推广和投资管理；机械服务；信息服务；农牧业产业化经营；牧草、农产品种植、加工、销售、流通；牛羊养殖、销售；粮食化肥购销；农副产品加工销售、农畜土特商品经营|
内蒙古众惠投资发展有限公司|李海生|0476-7270051|||阿鲁科尔沁旗天元大街与集通路交汇处|100000万|2015-08-26|存续||9115042135311824XD|35311824X|9115042135311824XD|有限责任公司（非自然人投资或控股的法人独资）(1153)|2015-08-26至无固定期限|商务服务业||2016-05-06|||||||阿鲁科尔沁旗天元大街与集通路交汇处附近公司|许可经营项目：无 一般经营项目：城乡基础设施和公用事业投资、建设与运营；旅游开发与运营；矿业开发与运营；农牧林水开发与运营；路桥投资、建设与运营；给排水、治污系统投资、建设与运营；文体、酒店、餐饮管理与运营|
阿鲁科尔沁旗乡哥哥农业发展有限公司|任雪丰|13947601273|962985439@qq.com||阿鲁科尔沁旗乌兰哈达乡杏树村|50万|2016-04-19|存续||91150421MA0MXHK354|MA0MXHK35|91150421MA0MXHK354|有限责任公司(自然人投资或控股)(1130)|2016-04-19至无固定期限|畜牧业||2016-04-19|||||||阿鲁科尔沁旗乌兰哈达乡杏树村附近公司|许可经营项目：无 一般经营项目：预包装食品(含冷冻冷藏、不含熟食卤味、凭许可证经营）批发；非实物方式、食用农产品（除生猪产品）销售|阿鲁科尔沁旗乡哥哥农业发展有限公司是一家集绿色无公害种植及畜禽养殖销售为一体的全面发展性公司，主要从事绿色粗粮种植加工，散养笨鸡，猪，牛羊等畜禽，公司位于内蒙古赤峰市属于中温带半旱大陆性季风气候区，是发展杂粮种植，畜禽养殖的好地方，随着政策的实施，大力发展农业畜禽养殖是区域经济的重要组成部分。公司通过多年的发展现拥有专业技术人才和丰富的生产种植经验，公司将致力于传统老品种农产品传承 、种植、推广、销售为一体的新型现代农业高科技企业。
内蒙古京九太阳能电力有限公司|林九思|15905177774|liujiusi@163.com||阿鲁科尔沁旗天山镇赛罕家园大厅|1000万|2016-03-21|存续||91150421MA0MX7PD1G|MA0MX7PD1|91150421MA0MX7PD1G|有限责任公司（非自然人投资或控股的法人独资）(1153)|2016-03-21至无固定期限|电力、热力生产和供应业||2016-03-21|||||||阿鲁科尔沁旗天山镇赛罕家园大厅附近公司|太阳能发电的投资开发|
